lobby_institutionnel,vitrine,alias_observe,contenu_url,date_publication,nombre_de_vues,statut_collaboration,nom_influenceur,plateforme,alias_influenceur,nombre_abonnes,type_de_createur,canal_de_detection,degre_de_certitude,verifie_par_humain,titre_du_contenu
CNIEL,CNIEL,@lesproduitslaitiers | Myriam met du beurre dans tes epinards,https://www.youtube.com/watch?v=ZxgNLZL-Sb8,2019-03-21,,ancien,Produits Laitiers,YouTube,,,,description du createur,lien commercial soupconne,non,MYRIAM MET DU BEURRE DANS TES EPINARDS – Ep.3 Brochettes Boeuf x Fromage
CNIEL,CNIEL,@lesproduitslaitiers,https://www.youtube.com/watch?v=7iHyZ3JNmrE,2019-03-06,,ancien,Produits Laitiers,YouTube,,,,description du createur,lien commercial soupconne,non,PUB TV - LES PRODUITS LAITIERS x MISTER V
CNIEL,CNIEL,@lesproduitslaitiers,https://www.youtube.com/watch?v=9kQ5WB9PYZI,2019-02-15,,ancien,Produits Laitiers,YouTube,,,,description du createur,lien commercial soupconne,non,Teaser Pub TV Les Produits Laitiers x Mister V
CNIEL,CNIEL,Myriam met du beurre dans tes epinards,https://www.youtube.com/watch?v=8bS5KpZY8qU,2019-01-29,,ancien,Produits Laitiers,YouTube,,,,description du createur,lien commercial soupconne,non,MYRIAM MET DU BEURRE DANS TES EPINARDS – Ep.2 pancakes
CNIEL,CNIEL,@lesproduitslaitiers,https://www.youtube.com/watch?v=5jQCw_7o87Q,2018-11-23,,ancien,Produits Laitiers,YouTube,,,,description du createur,lien commercial soupconne,non,Les Produits Laitiers sont nos amis pour la vie - Mister V
CNIEL,CNIEL,Myriam met du beurre dans tes epinards,https://www.youtube.com/watch?v=XB_OQjEs3HM,2018-11-02,,ancien,Produits Laitiers,YouTube,,,,description du createur,lien commercial soupconne,non,MYRIAM MET DU BEURRE DANS TES EPINARDS – Ep.1 Poulet Crème x Pâtes
CNIEL,CNIEL,@lesproduitslaitiers,https://www.youtube.com/watch?v=i-2Xuze2Pv8,2018-07-18,,ancien,Produits Laitiers,YouTube,,,,description du createur,lien commercial soupconne,non,"50 fromages, beurres et crèmes AOP : la preuve de l'authenticité"
CNIEL,CNIEL,CNIEL | La Laitiere,https://www.youtube.com/watch?v=sDYIZeun8W8,2017-10-26,,ancien,Produits Laitiers,YouTube,,,,description du createur,lien commercial soupconne,non,La Qualité du Lait
CNIEL,CNIEL,@lesproduitslaitiers,https://www.youtube.com/watch?v=QjG3lbD3zbU,2017-09-28,,ancien,Produits Laitiers,YouTube,,,,description du createur,lien commercial soupconne,non,Diffusion en direct de Produits Laitiers
CNIEL,CNIEL,@lesproduitslaitiers | La Laitiere | Societe,https://www.youtube.com/watch?v=3INsZuZr96I,2016-09-07,,ancien,Produits Laitiers,YouTube,,,,description du createur,lien commercial soupconne,non,N’oublions pas ceux qui font le lait
CNIEL,CNIEL,@lesproduitslaitiers,https://www.youtube.com/watch?v=7PPYOr8lEi4,2016-02-27,,ancien,Produits Laitiers,YouTube,,,,description du createur,lien commercial soupconne,non,N'oublions pas ceux qui font le lait
CNIEL,CNIEL,@lesproduitslaitiers,https://www.youtube.com/watch?v=BeTxw0l1rBg,2015-11-20,,ancien,Produits Laitiers,YouTube,,,,description du createur,lien commercial soupconne,non,Les Produits Laitiers : n'oublions pas le plaisir
CNIEL,CNIEL,@lesproduitslaitiers,https://www.youtube.com/watch?v=RLIBP8aLuhQ,2015-02-21,,ancien,Produits Laitiers,YouTube,,,,description du createur,lien commercial soupconne,non,Les Produits Laitiers : n'oublions pas le plaisir
CNIEL,CNIEL,@lesproduitslaitiers,https://www.youtube.com/watch?v=B5ujiOP_9hA,2014-03-06,,ancien,Produits Laitiers,YouTube,,,,description du createur,lien commercial soupconne,non,L'intolérance au lactose
CNIEL,CNIEL,@lesproduitslaitiers,https://www.youtube.com/watch?v=tlWT5T-SkvY,2014-03-06,,ancien,Produits Laitiers,YouTube,,,,description du createur,lien commercial soupconne,non,L'allergie aux protéines de lait
CNIEL,CNIEL,@lesproduitslaitiers,https://www.youtube.com/watch?v=1E5MBqBWGew,2013-10-11,,ancien,Produits Laitiers,YouTube,,,,description du createur,lien commercial soupconne,non,"Le lait, une force de la nature HD (Automne 2013)"
CNIEL,CNIEL,@lesproduitslaitiers | La Laitiere,https://www.youtube.com/watch?v=7S31RUZQgNg,2013-04-26,,ancien,Produits Laitiers,YouTube,,,,description du createur,lien commercial soupconne,non,La filière laitière en France : la diversité des produits laitiers
CNIEL,CNIEL,@lesproduitslaitiers,https://www.youtube.com/watch?v=4JqHff5Fs4Q,2013-01-25,,ancien,Produits Laitiers,YouTube,,,,description du createur,lien commercial soupconne,non,Les Produits Laitiers sont nos amis pour la vie - Bouddha Vache  (HD - version longue)
CNIEL,CNIEL,@lesproduitslaitiers,https://www.youtube.com/watch?v=U9ezrPevhl8,2012-10-03,,ancien,Produits Laitiers,YouTube,,,,description du createur,lien commercial soupconne,non,Les produits laitiers sont nos amis pour la vie - publicité 2012
CNIEL,CNIEL,@lesproduitslaitiers,https://www.youtube.com/watch?v=GuuUPy8SWlY,2012-01-27,,ancien,Produits Laitiers,YouTube,,,,description du createur,lien commercial soupconne,non,Nouvelle pub - 3 produits laitiers par jour - 20s
CNIEL,CNIEL,@lesproduitslaitiers,https://www.youtube.com/watch?v=CcYMGrxZk8I,2012-01-25,,ancien,Produits Laitiers,YouTube,,,,description du createur,lien commercial soupconne,non,Nouvelle pub - 3 produits laitiers par jour - 30s
CNIEL,CNIEL,@lesproduitslaitiers,https://www.youtube.com/watch?v=Ag-lLfzGsTE,2011-12-28,,ancien,Produits Laitiers,YouTube,,,,description du createur,lien commercial soupconne,non,Fromage - Le Monstre - 30s
CNIEL,CNIEL,@lesproduitslaitiers,https://www.youtube.com/watch?v=EbKHngWrlUo,2011-06-29,,ancien,Produits Laitiers,YouTube,,,,description du createur,lien commercial soupconne,non,Régénérez votre corps - 2004
CNIEL,CNIEL,@lesproduitslaitiers,https://www.youtube.com/watch?v=RldwQFwUmmA,2011-06-29,,ancien,Produits Laitiers,YouTube,,,,description du createur,lien commercial soupconne,non,Pures sensations - version mer - 2003
CNIEL,CNIEL,@lesproduitslaitiers,https://www.youtube.com/watch?v=k0vTzmIBR6E,2011-06-29,,ancien,Produits Laitiers,YouTube,,,,description du createur,lien commercial soupconne,non,Pures sensations - version espace - 2003
CNIEL,CNIEL,@lesproduitslaitiers,https://www.youtube.com/watch?v=9CjlSY2GUl4,2011-06-29,,ancien,Produits Laitiers,YouTube,,,,description du createur,lien commercial soupconne,non,Pures sensations - version campagne - 2003
CNIEL,CNIEL,@lesproduitslaitiers | Des sensations pures,https://www.youtube.com/watch?v=N3Kve1If5Dk,2011-06-29,,ancien,Produits Laitiers,YouTube,,,,description du createur,lien commercial soupconne,non,Des sensations pures - la plongée - 1998
CNIEL,CNIEL,@lesproduitslaitiers | Des sensations pures,https://www.youtube.com/watch?v=Esnr0kPrM7s,2011-06-29,,ancien,Produits Laitiers,YouTube,,,,description du createur,lien commercial soupconne,non,Des sensations pures - la montagne - 1998
CNIEL,CNIEL,@lesproduitslaitiers | Des sensations pures,https://www.youtube.com/watch?v=b6OPIkYosrs,2011-06-29,,ancien,Produits Laitiers,YouTube,,,,description du createur,lien commercial soupconne,non,Des sensations pures - le frigo - 1998
CNIEL,CNIEL,@lesproduitslaitiers | Des sensations pures,https://www.youtube.com/watch?v=O73tAm_cYBQ,2011-06-29,,ancien,Produits Laitiers,YouTube,,,,description du createur,lien commercial soupconne,non,"Les produits laitiers, des sensations pures - version ville - 1995"
CNIEL,CNIEL,@lesproduitslaitiers | Des sensations pures,https://www.youtube.com/watch?v=D7AByGhlMNg,2011-06-29,,ancien,Produits Laitiers,YouTube,,,,description du createur,lien commercial soupconne,non,"Les produits laitiers, des sensations pures - version musicien - 1995"
CNIEL,CNIEL,@lesproduitslaitiers | Des sensations pures,https://www.youtube.com/watch?v=HWwyhsvF5Ds,2011-05-16,,ancien,Produits Laitiers,YouTube,,,,description du createur,lien commercial soupconne,non,"Les produits laitiers, des sensations pures - version sensualité - 1991"
CNIEL,CNIEL,@lesproduitslaitiers,https://www.youtube.com/watch?v=CfDzQRCjS7Y,2011-05-16,,ancien,Produits Laitiers,YouTube,,,,description du createur,lien commercial soupconne,non,"Les produits laitiers, des sentations pures - version fraîcheur - 1991"
CNIEL,CNIEL,@lesproduitslaitiers | Des sensations pures,https://www.youtube.com/watch?v=DiNF6AM_zC0,2011-05-16,,ancien,Produits Laitiers,YouTube,,,,description du createur,lien commercial soupconne,non,"Les produits laitiers, des sensations pures - version force - 1991"
CNIEL,CNIEL,@lesproduitslaitiers | Des sensations pures,https://www.youtube.com/watch?v=kRlgpXwp3RM,2011-05-16,,ancien,Produits Laitiers,YouTube,,,,description du createur,lien commercial soupconne,non,"Les produits laitiers, des sensations pures - version douceur - 1991"
CNIEL,CNIEL,@lesproduitslaitiers,https://www.youtube.com/watch?v=T1KVHOmRlRo,2011-05-13,,ancien,Produits Laitiers,YouTube,,,,description du createur,lien commercial soupconne,non,Nos amis pour la vie - version 1 - 1981
CNIEL,CNIEL,@lesproduitslaitiers,https://www.youtube.com/watch?v=sbmsDCyaLHA,2011-05-13,,ancien,Produits Laitiers,YouTube,,,,description du createur,lien commercial soupconne,non,Nos amis pour la vie - version 2 - 1981
CNIEL,CNIEL,@lesproduitslaitiers,https://www.youtube.com/watch?v=8orsSMW8DQQ,2011-05-13,,ancien,Produits Laitiers,YouTube,,,,description du createur,lien commercial soupconne,non,Nos amis pour la vie - version 4 - 1981
CNIEL,CNIEL,@lesproduitslaitiers,https://www.youtube.com/watch?v=ukahnLT6n8A,2011-05-13,,ancien,Produits Laitiers,YouTube,,,,description du createur,lien commercial soupconne,non,Nos amis pour la vie - version 3 - 1981
CNIEL,CNIEL,"@lesproduitslaitiers | Les produits laitiers, nos amis pour la vie",https://www.youtube.com/watch?v=TWPbffJS1_I,2011-04-14,,ancien,Produits Laitiers,YouTube,,,,description du createur,lien commercial soupconne,non,Les produits laitiers nos amis pour la vie - bouddha vache - 30 seconde
CNIEL,CNIEL,@lesproduitslaitiers,https://www.youtube.com/watch?v=ULjAi6BS8hw,2010-07-12,,ancien,Produits Laitiers,YouTube,,,,description du createur,lien commercial soupconne,non,Les enfants à la garderie de Solidays
CNIEL,CNIEL,@lesproduitslaitiers,https://www.youtube.com/watch?v=aGJTYfAbyDQ,2009-10-09,,ancien,Produits Laitiers,YouTube,,,,description du createur,lien commercial soupconne,non,Paf paf paf le Loup
ANVOL,ANVOL,Volaille Francaise,https://www.youtube.com/watch?v=frp-4gQv5WU,2025-06-16,,recent,Cuisinons En Couleurs,YouTube,,,,description du createur,lien commercial soupconne,non,"Shawarma maison, la recette facile"
INTERBEV,INTERBEV,INTERBEV,https://www.youtube.com/watch?v=C8-MxuimQ0M,2021-11-04,,ancien,TasteFrance Magazine,YouTube,,,,description du createur,lien commercial soupconne,non,MEAT AND CHEESE LOVERS:  The Unexpected French Tour | Food Tradition
CNIEL,CNIEL,CHAUD ! | Maitre Coq,https://www.youtube.com/watch?v=o4BYYuzdB7U,2024-02-09,,ancien,Maître CoQ,YouTube,,,,description du createur,lien commercial soupconne,non,Sandwich japonais au Poulet
CNIEL,CNIEL,CHAUD ! | Maitre Coq,https://www.youtube.com/watch?v=NaAOz6YAgQU,2014-03-15,,ancien,Maître CoQ,YouTube,,,,description du createur,lien commercial soupconne,non,Jérémie Beyou : les raisons d'une victoire - Solo Maître CoQ
CNIEL,CNIEL,CHAUD ! | Maitre Coq,https://www.youtube.com/watch?v=0yjPelwpyBY,2013-11-24,,ancien,Maître CoQ,YouTube,,,,description du createur,lien commercial soupconne,non,Transat Jacques Vabre : un passage de ligne très très chaud !
CNIEL,CNIEL,@lesproduitslaitiers | President,https://www.youtube.com/watch?v=C4o8zYlIFgU,2021-03-11,,ancien,AgenceBio,YouTube,,,,description du createur,lien commercial soupconne,non,"Replay La Quotidienne ""Dossier BIO"" avec Philippe Henry et Christophe Audoin en ambassadeurs du bio"
CNIEL,CNIEL,@lesproduitslaitiers,https://www.youtube.com/watch?v=90or2jT6LNk,2018-07-09,,ancien,AgenceBio,YouTube,,,,description du createur,lien commercial soupconne,non,De la terre à l'assiette - épisode 15
INTERBEV,INTERBEV,INTERBEV,https://www.youtube.com/watch?v=3BJ4A5K5vm8,2015-02-28,,ancien,AgenceBio,YouTube,,,,description du createur,lien commercial soupconne,non,Quiz viande bio proposé par la commission bio d'Interbev
CNIEL,CNIEL,@lesproduitslaitiers,https://www.youtube.com/watch?v=WrXyCPlltGU,2022-03-11,,ancien,Ophély Mézino,YouTube,,,,description du createur,lien commercial soupconne,non,"Weekly #VLOG n°1: PARIS FASHION WEEK, ÉVÈNEMENTS, UNE SEMAINE DANS MA VIE 🔥"
CNIEL,CNIEL,@lesproduitslaitiers,https://www.youtube.com/watch?v=g3C1O-tHxTE,2024-04-04,,ancien,Marché de Rungis,YouTube,,,,description du createur,lien commercial soupconne,non,Retour en images sur la 2ème Grande Chasse à l’Œuf au Marché International de Rungis 🐣🐤🥚
CNIEL,CNIEL,@lesproduitslaitiers,https://www.youtube.com/watch?v=IUZpTS-6e8k,2023-10-16,,ancien,Marché de Rungis,YouTube,,,,description du createur,lien commercial soupconne,non,Festival des Produits Laitiers 2023
CNIEL,CNIEL,@lesproduitslaitiers | President,https://www.youtube.com/watch?v=2ePeGzu8LWM,2023-07-03,,ancien,Marché de Rungis,YouTube,,,,description du createur,lien commercial soupconne,non,RUNGIS CHEESE CHALLENGE
CNIEL,CNIEL,@lesproduitslaitiers | President,https://www.youtube.com/watch?v=5CFBRpwEuwU,2021-10-26,,ancien,Marché de Rungis,YouTube,,,,description du createur,lien commercial soupconne,non,RUNGIS CHEESE CHALLENGE
CNIEL,CNIEL,@lesproduitslaitiers,https://www.youtube.com/watch?v=WAYbZ91iVU4,2020-12-23,,ancien,Marché de Rungis,YouTube,,,,description du createur,lien commercial soupconne,non,Les Paniers Marché de Rungis x Christophe Saintagne
ANVOL,ANVOL,President | Volailles Festives,https://www.youtube.com/watch?v=LP4Rwu094rc,2021-06-30,,ancien,Volailles Fermières des Landes,YouTube,,,,description du createur,lien commercial soupconne,non,Bernard TAUZIA - Président de l'Association des Volailles Fermières des Landes et éleveur landais
INTERBEV,INTERBEV,"Aimez la viande | Aimez la viande, mangez-en mieux",https://www.youtube.com/watch?v=Qrt6yDAay64,2023-09-05,,ancien,Naturellement Flexitariens,YouTube,,,,description du createur,lien commercial soupconne,non,"Aimez la viande, mangez-en mieux."
INTERBEV,INTERBEV,"Aimez la viande | Aimez la viande, mangez-en mieux",https://www.youtube.com/watch?v=V5AhSTCRoWA,2023-09-05,,ancien,Naturellement Flexitariens,YouTube,,,,description du createur,lien commercial soupconne,non,"Aimez la viande, mangez-en mieux."
INTERBEV,INTERBEV,"Aimez la viande | Aimez la viande, mangez-en mieux",https://www.youtube.com/watch?v=BfDX8xrOXvM,2023-09-05,,ancien,Naturellement Flexitariens,YouTube,,,,description du createur,lien commercial soupconne,non,"Aimez la viande, mangez-en mieux."
INTERBEV,INTERBEV,"Aimez la viande | Aimez la viande, mangez-en mieux | Naturellement Flexitariens",https://www.youtube.com/watch?v=ewn-WuaNaBA,2023-03-17,,ancien,Naturellement Flexitariens,YouTube,,,,description du createur,lien commercial soupconne,non,"FLEXIVAL, le festival Naturellement Flexitariens !"
INTERBEV,INTERBEV,Naturellement Flexitariens,https://www.youtube.com/watch?v=3IA1CjJ304c,2021-09-21,,ancien,Naturellement Flexitariens,YouTube,,,,description du createur,lien commercial soupconne,non,La Sauce de la Paix - Naturellement Flexitariens
INTERBEV,INTERBEV,Naturellement Flexitariens,https://www.youtube.com/watch?v=3FIZyVItA5M,2021-09-21,,ancien,Naturellement Flexitariens,YouTube,,,,description du createur,lien commercial soupconne,non,La Sauce de la Paix - Naturellement Flexitariens - 6s
INTERBEV,INTERBEV,Naturellement Flexitariens,https://www.youtube.com/watch?v=uKsWyK8iKb0,2021-09-21,,ancien,Naturellement Flexitariens,YouTube,,,,description du createur,lien commercial soupconne,non,La Sauce de la Paix - Naturellement Flexitariens - Qui veut...
INTERBEV,INTERBEV,Naturellement Flexitariens,https://www.youtube.com/watch?v=fjGFLUdckEA,2021-09-21,,ancien,Naturellement Flexitariens,YouTube,,,,description du createur,lien commercial soupconne,non,La Sauce de la Paix - Naturellement Flexitariens - Liberté
INTERBEV,INTERBEV,"Aimez la viande | Aimez la viande, mangez-en mieux",https://www.youtube.com/watch?v=5AZjClLGjrk,2021-04-12,,ancien,Naturellement Flexitariens,YouTube,,,,description du createur,lien commercial soupconne,non,"Aimez la viande, mangez-en mieux. Thomas revient..."
INTERBEV,INTERBEV,"Aimez la viande | Aimez la viande, mangez-en mieux",https://www.youtube.com/watch?v=0DtE05qWHrk,2020-08-31,,ancien,Naturellement Flexitariens,YouTube,,,,description du createur,lien commercial soupconne,non,"Aimez la viande, mangez-en mieux. - 2020"
INTERBEV,INTERBEV,"Aimez la viande | Aimez la viande, mangez-en mieux",https://www.youtube.com/watch?v=D5aGD-cse2k,2020-08-31,,ancien,Naturellement Flexitariens,YouTube,,,,description du createur,lien commercial soupconne,non,"Aimez la viande, mangez-en mieux."
INTERBEV,INTERBEV,"Aimez la viande | Aimez la viande, mangez-en mieux",https://www.youtube.com/watch?v=u2lizGnqhTE,2019-02-18,,ancien,Naturellement Flexitariens,YouTube,,,,description du createur,lien commercial soupconne,non,"Aimez la viande, mangez-en mieux. - 2019"
INAPORC,INAPORC,Le Porc Francais,https://www.youtube.com/watch?v=DFTiz3SdXpY,2026-07-28,,recent,Madrange,YouTube,,,,description du createur,lien commercial soupconne,non,Les jambons origine France Madrange
INAPORC,INAPORC,Le Porc Francais,https://www.youtube.com/watch?v=Nj7tWy8H8do,2019-10-31,,ancien,Madrange,YouTube,,,,description du createur,lien commercial soupconne,non,Mes Knacks Madrange 2019
CNIEL,CNIEL,@lesproduitslaitiers,https://www.youtube.com/watch?v=a6OL2yeJQHs,2022-11-25,,ancien,Poisson Fécond,YouTube,,,,description du createur,lien commercial soupconne,non,1 An à Boire Que du Lait : ÇA FAIT QUOI ?!
CNIEL,CNIEL,@lesproduitslaitiers,https://www.youtube.com/watch?v=BGMMg41mqKY,2023-02-15,,ancien,Studio Danielle,YouTube,,,,description du createur,lien commercial soupconne,non,LE TOUR DE LA GRATTE À MARSEILLE
CNIEL,CNIEL,@lesproduitslaitiers | En Mode Actif,https://www.youtube.com/watch?v=mLZEJLHeJYI,2023-01-02,,ancien,Studio Danielle,YouTube,,,,description du createur,lien commercial soupconne,non,"Danielle piégée pendant 6 mois (feat Joyca, Jimmy Labeeu, GMK, Momo Henni)"
CNIEL,CNIEL,@lesproduitslaitiers,https://www.youtube.com/watch?v=Z62qEUXOuh4,2020-03-06,,ancien,Studio Danielle,YouTube,,,,description du createur,lien commercial soupconne,non,ELLE A FINI LA JOURNÉE EN TITUBANT
CNIEL,CNIEL,@lesproduitslaitiers,https://www.youtube.com/watch?v=XSxogxQcAik,2019-10-09,,ancien,Studio Danielle,YouTube,,,,description du createur,lien commercial soupconne,non,DANIELLE VS 60 VACHES
CNIEL,CNIEL,@lesproduitslaitiers | En Mode Actif,https://www.youtube.com/watch?v=NhFqiEtt1jY,2021-10-11,,ancien,Pierre Croce,YouTube,,,,description du createur,lien commercial soupconne,non,Le premier qui monte les plus hauts escaliers du monde gagne
CNIEL,CNIEL,CHAUD ! | La Laitiere,https://www.youtube.com/watch?v=ti3-2AoKNEg,2026-07-24,,recent,Hervé Cuisine,YouTube,,,,description du createur,lien commercial soupconne,non,Quiche sans pâte ultra moelleuse aux légumes d’été et mozzarella
CNIEL,CNIEL,@lesproduitslaitiers,https://www.youtube.com/watch?v=JXptlEqWYkQ,2025-09-19,,recent,Hervé Cuisine,YouTube,,,,description du createur,lien commercial soupconne,non,"La meilleure tarte au citron sans œufs ni lait 🍋 Bien citronnée, moins sucrée et légère"
CNIEL,CNIEL,@lesproduitslaitiers,https://www.youtube.com/watch?v=J98c6pMVdrc,2025-03-31,,recent,Hervé Cuisine,YouTube,,,,description du createur,lien commercial soupconne,non,Le flan pâtissier vanille et caramel facile et inratable
CNIEL,CNIEL,CHAUD ! | La Laitiere,https://www.youtube.com/watch?v=LnHX1TLAI_M,2024-05-24,,ancien,Hervé Cuisine,YouTube,,,,description du createur,lien commercial soupconne,non,"Clafoutis aux tomates et thon et mozzarella, recette idéale pour l'été"
INTERBEV,INTERBEV,@la_viande_fr | Societe,https://www.youtube.com/watch?v=iB2fJRt14Z8,2025-03-16,,recent,PumbaTheLion,YouTube,,,,description du createur,lien commercial soupconne,non,Peut-on aimer les animaux et manger de la viande ?
INTERBEV,INTERBEV,"Aimez la viande | Aimez la viande, mangez-en mieux | Celles et ceux qui font la viande",https://www.youtube.com/watch?v=7JSeiwKMWoI,2026-07-24,,recent,Aimez la viande,YouTube,,,,description du createur,lien commercial soupconne,non,Bien manger pour bien bouger - LIVE Voiron
INTERBEV,INTERBEV,"Aimez la viande | Aimez la viande, mangez-en mieux | Celles et ceux qui font la viande",https://www.youtube.com/watch?v=G5CY_0TgnnY,2026-07-17,,recent,Aimez la viande,YouTube,,,,description du createur,lien commercial soupconne,non,Bien manger pour bien bouger - LIVE Bordeaux
INTERBEV,INTERBEV,"Aimez la viande | Aimez la viande, mangez-en mieux | Celles et ceux qui font la viande",https://www.youtube.com/watch?v=fO8OxFAV2uE,2026-03-10,,recent,Aimez la viande,YouTube,,,,description du createur,lien commercial soupconne,non,Aimez la viande Mangez-en mieux
INTERBEV,INTERBEV,Made in Viande,https://www.youtube.com/watch?v=H-c1pNtsdcI,2022-12-08,,ancien,Aimez la viande,YouTube,,,,description du createur,lien commercial soupconne,non,Les Rencontres MADE in VIANDE – les professionnels de l’aval de la filière élevage et viande
INTERBEV,INTERBEV,Made in Viande,https://www.youtube.com/watch?v=Df_hqyS4OIo,2022-12-08,,ancien,Aimez la viande,YouTube,,,,description du createur,lien commercial soupconne,non,Les Rencontres MADE in VIANDE – les professionnels de l’amont de la filière élevage et viande
INTERBEV,INTERBEV,Made in Viande,https://www.youtube.com/watch?v=tdP184q-KrE,2021-06-03,,ancien,Aimez la viande,YouTube,,,,description du createur,lien commercial soupconne,non,"MIV 2021 - Dominique, chef en restauration scolaire"
INTERBEV,INTERBEV,Made in Viande,https://www.youtube.com/watch?v=fRINpFrPrIk,2021-06-03,,ancien,Aimez la viande,YouTube,,,,description du createur,lien commercial soupconne,non,"MIV 2021 - Thomas, boucher"
INTERBEV,INTERBEV,Made in Viande,https://www.youtube.com/watch?v=W2_R98ZVEVs,2021-06-03,,ancien,Aimez la viande,YouTube,,,,description du createur,lien commercial soupconne,non,"MIV 2021 - M. Lemière, directeur d'un atelier de découpe"
INTERBEV,INTERBEV,Made in Viande,https://www.youtube.com/watch?v=irLE3ROb2so,2021-06-03,,ancien,Aimez la viande,YouTube,,,,description du createur,lien commercial soupconne,non,"MIV 2021 - Alexandre, commerçant en bestiaux"
INTERBEV,INTERBEV,Made in Viande,https://www.youtube.com/watch?v=yp9Bs8eqF4c,2021-06-03,,ancien,Aimez la viande,YouTube,,,,description du createur,lien commercial soupconne,non,"MIV 2021 - Laure, éleveuse d'ovins"
INTERBEV,INTERBEV,Made in Viande,https://www.youtube.com/watch?v=UMA9mo09mIc,2021-06-03,,ancien,Aimez la viande,YouTube,,,,description du createur,lien commercial soupconne,non,"MIV 2021 - Élise et sa famille, éleveurs de bovins"
